ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species
ESV_027140,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus
ESV_027370,Eukaryota,Chordata,Actinopteri,unk_order,Opistognathidae,Opistognathus,Opistognathus aurifrons
ESV_027348,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_002179,Eukaryota,Chordata,Mammalia,Primates,,,
ESV_027357,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina
ESV_008246,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
ESV_027207,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,
ESV_027206,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027178,Eukaryota,Chordata,Actinopteri,unk_order,Sciaenidae,,
ESV_008256,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
ESV_027142,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus
ESV_027141,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Hermosilla,Hermosilla azurea
ESV_027407,Eukaryota,Chordata,Actinopteri,unk_order,Malacanthidae,Malacanthus,
ESV_027408,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Medialuna,Medialuna californiensis
ESV_027406,Eukaryota,Chordata,Actinopteri,unk_order,Sphyraenidae,Sphyraena,Sphyraena helleri
ESV_027358,Eukaryota,Chordata,Actinopteri,unk_order,Opistognathidae,Opistognathus,Opistognathus aurifrons
ESV_027330,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
ESV_027296,Eukaryota,Chordata,Actinopteri,unk_order,Sciaenidae,Seriphus,Seriphus politus
ESV_027314,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
ESV_027247,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Girellidae,Girella,
ESV_027179,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,
ESV_027208,,,,,,,
ESV_027180,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,,
ESV_027409,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,Apogon imberbis
ESV_027410,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Girellidae,Girella,
ESV_027360,Eukaryota,Chordata,Actinopteri,unk_order,Opistognathidae,Opistognathus,Opistognathus aurifrons
ESV_027371,Eukaryota,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Gobiesox,Gobiesox maeandricus
ESV_027230,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Semicossyphus,Semicossyphus pulcher
ESV_027229,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Semicossyphus,Semicossyphus pulcher
ESV_027262,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
ESV_027276,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis
ESV_027305,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus
ESV_027248,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027182,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Brachyistius,Brachyistius frenatus
ESV_027181,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Brachyistius,Brachyistius frenatus
ESV_027209,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027440,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Embiotoca,Embiotoca jacksoni
ESV_027412,Eukaryota,Chordata,Actinopteri,,,,
ESV_027427,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis
ESV_027387,Eukaryota,Chordata,Actinopteri,unk_order,Opistognathidae,Opistognathus,Opistognathus aurifrons
ESV_027342,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,
ESV_027373,Eukaryota,Chordata,Actinopteri,Beloniformes,Exocoetidae,,
ESV_027386,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres californicus
ESV_027372,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,
ESV_027349,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027232,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Embiotoca,Embiotoca jacksoni
ESV_027277,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027263,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis
ESV_010584,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027265,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis
ESV_027315,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
ESV_027264,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,
ESV_027183,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Girellidae,Girella,
ESV_023672,,,,,,,
ESV_027184,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,,
ESV_027144,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
ESV_027422,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Paralabrax,Paralabrax clathratus
ESV_027441,,,,,,,
ESV_027428,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres californicus
ESV_027443,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres californicus
ESV_027442,Eukaryota,Chordata,Actinopteri,unk_order,Pomacentridae,Chromis,Chromis punctipinnis
ESV_027362,Eukaryota,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Labrisomus,Labrisomus xanti
ESV_027375,Eukaryota,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,Paraclinus marmoratus
ESV_027361,Eukaryota,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,Paraclinus marmoratus
ESV_027332,Eukaryota,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,Paraclinus marmoratus
ESV_027331,Eukaryota,Chordata,Actinopteri,unk_order,Sciaenidae,,
ESV_027268,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027278,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus atricaudus
ESV_027266,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
ESV_027267,Eukaryota,Chordata,Actinopteri,unk_order,Opistognathidae,Opistognathus,Opistognathus evermanni
ESV_027238,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027250,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys ritteri
ESV_027272,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,
ESV_027233,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Embiotoca,Embiotoca jacksoni
ESV_027239,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
ESV_027279,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,
ESV_027249,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
ESV_027297,,,,,,,
ESV_027185,Eukaryota,Chordata,Actinopteri,unk_order,Pomacentridae,Chromis,Chromis punctipinnis
ESV_027211,Eukaryota,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,Paraclinus marmoratus
ESV_027186,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,,
ESV_027210,Eukaryota,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Rimicola,Rimicola muscarum
ESV_027187,Eukaryota,Chordata,Actinopteri,unk_order,Sciaenidae,Seriphus,Seriphus politus
ESV_027145,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Brachyistius,Brachyistius frenatus
ESV_027413,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027423,,,,,,,
ESV_027414,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_008361,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,
ESV_027429,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres californicus
ESV_027350,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,,
ESV_027343,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis
ESV_027376,Eukaryota,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax unicolor
ESV_027300,Eukaryota,Chordata,Actinopteri,unk_order,Sciaenidae,Menticirrhus,Menticirrhus littoralis
ESV_027280,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Paralabrax,Paralabrax clathratus
ESV_027298,Eukaryota,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,Scorpaena guttata
ESV_027269,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,
ESV_027307,Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
ESV_027299,Eukaryota,Chordata,Actinopteri,unk_order,Embiotocidae,Embiotoca,Embiotoca jacksoni
ESV_027251,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ESV_027147,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Haemulon,Haemulon plumierii
ESV_027146,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Paralabrax,Paralabrax clathratus
ESV_027188,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,,
